Legacy Post ID,New Title,HUB,Image Classification,What it must show,Aspect Ratio,Dimensions,Image Source,Data to mask,Planned Alt Text,Used on,Reusable
15049,Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Kịch Bản Tư Vấn Khách Hàng Spa Là Gì?,Featured + 1-3 in-article,NO — article-specific
15195,Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,Featured + 1-3 in-article,NO — article-specific
15207,5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — 5 Lý Do Nên Chọn Dịch Vụ Chăm Sóc Khách Hàng Viettel,Featured + 1-3 in-article,NO — article-specific
15217,Phần Mềm Quản Lý Bán Hàng Đa Kênh Là Gì? Có Nên Sử Dụng?,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Phần Mềm Quản Lý Bán Hàng Đa Kênh Là Gì? Có Nên Sử Dụng?,Featured + 1-3 in-article,NO — article-specific
15221,Dịch Vụ Voice Brandname Là Gì Và Những Lợi Ích Hiện Đại,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Dịch Vụ Voice Brandname Là Gì Và Những Lợi Ích Hiện Đại,Featured + 1-3 in-article,NO — article-specific
15235,Customer Success Là Gì? Những Thông Tin Cụ Thể Nhất,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Customer Success Là Gì? Những Thông Tin Cụ Thể Nhất,Featured + 1-3 in-article,NO — article-specific
15250,Tổng Đài Contact Center Là Gì?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Tổng Đài Contact Center Là Gì?,Featured + 1-3 in-article,YES within hub
15262,Phần Mềm Tổng Đài Ảo Là Gì?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Phần Mềm Tổng Đài Ảo Là Gì?,Featured + 1-3 in-article,YES within hub
15281,Mua Số Tổng Đài 1900 Có Lợi Ích Gì? Nên Mua Ở Đâu Uy Tín?,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Mua Số Tổng Đài 1900 Có Lợi Ích Gì? Nên Mua Ở Đâu Uy Tín?,Featured + 1-3 in-article,YES within hub
15306,Chăm Sóc Khách Hàng Qua Điện Thoại Và Kỹ Năng Cần Thiết,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Chăm Sóc Khách Hàng Qua Điện Thoại Và Kỹ Năng Cần Thiết,Featured + 1-3 in-article,NO — article-specific
15314,Salesforce Là Gì? Những Thông Tin Quan Trọng Nhất,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Salesforce Là Gì? Những Thông Tin Quan Trọng Nhất",Featured + 1-3 in-article,YES within hub
15332,Dịch Vụ Voice Brandname Là Gì?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Dịch Vụ Voice Brandname Là Gì?,Featured + 1-3 in-article,NO — article-specific
15335,Phần Mềm CRM Việt Nam Là Gì?,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Phần Mềm CRM Việt Nam Là Gì?",Featured + 1-3 in-article,YES within hub
15353,Cách Xây Dựng Quy Trình Bán Hàng Của Doanh Nghiệp Hiệu Quả,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách Xây Dựng Quy Trình Bán Hàng Của Doanh Nghiệp Hiệu Quả,Featured + 1-3 in-article,NO — article-specific
15363,Vì Sao Chiến Lược Chăm Sóc Khách Hàng Với SalesForce Cần Thiết,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Vì Sao Chiến Lược Chăm Sóc Khách Hàng Với SalesForce Cần Thi",Featured + 1-3 in-article,YES within hub
15380,So Sánh Salesforce CRM Và Các Phần Mềm Khác,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — So Sánh Salesforce CRM Và Các Phần Mềm Khác",Featured + 1-3 in-article,YES within hub
15384,Salesforce Marketing Cloud Là Gì? Tìm Hiểu Thông Tin Từ A-Z,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Salesforce Marketing Cloud Là Gì? Tìm Hiểu Thông Tin Từ A-Z",Featured + 1-3 in-article,YES within hub
15558,8 Cách Giữ Khách Hàng Cũ Hiệu Quả,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — 8 Cách Giữ Khách Hàng Cũ Hiệu Quả,Featured + 1-3 in-article,NO — article-specific
15561,Trải Nghiệm Khách Hàng Xuất Sắc Là Gì? Cách Nâng Cấp,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Trải Nghiệm Khách Hàng Xuất Sắc Là Gì? Cách Nâng Cấp,Featured + 1-3 in-article,NO — article-specific
15589,Câu Hỏi Chăm Sóc Khách Hàng Cũ & Kịch Bản CSKH Hiệu Quả,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Câu Hỏi Chăm Sóc Khách Hàng Cũ & Kịch Bản CSKH Hiệu Quả,Featured + 1-3 in-article,NO — article-specific
15604,Giải Pháp Chăm Sóc Khách Hàng Nào Tối Ưu Nhất?,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Giải Pháp Chăm Sóc Khách Hàng Nào Tối Ưu Nhất?,Featured + 1-3 in-article,NO — article-specific
15646,Top 5 Lợi Ích Của Phần Mềm Auto Answer,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Top 5 Lợi Ích Của Phần Mềm Auto Answer,Featured + 1-3 in-article,NO — article-specific
15660,Chiến Lược Giữ Chân Khách Hàng Hiệu Quả Nhất,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Chiến Lược Giữ Chân Khách Hàng Hiệu Quả Nhất,Featured + 1-3 in-article,NO — article-specific
15681,Tin Nhắn Chăm Sóc Khách Hàng Cũ Giúp Gia Tăng Hiệu Quả,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Tin Nhắn Chăm Sóc Khách Hàng Cũ Giúp Gia Tăng Hiệu Quả,Featured + 1-3 in-article,NO — article-specific
15687,Quản Lý Thông Tin Khách Hàng Hiệu Quả Qua Hệ Thống Nào?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Quản Lý Thông Tin Khách Hàng Hiệu Quả Qua Hệ Thống Nào?,Featured + 1-3 in-article,NO — article-specific
15713,Quản Lý Cuộc Gọi Khách Hàng Có Thật Sự Dễ Dàng?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Quản Lý Cuộc Gọi Khách Hàng Có Thật Sự Dễ Dàng?,Featured + 1-3 in-article,NO — article-specific
15724,Bí Quyết Chăm Sóc Khách Hàng Tuyệt Đỉnh Nhất,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Bí Quyết Chăm Sóc Khách Hàng Tuyệt Đỉnh Nhất,Featured + 1-3 in-article,NO — article-specific
15738,"Tại Sao Dịch Vụ Tổng Đài Ảo Dành Cho Startup ""Bùng Nổ"" 2023?",HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa tổng đài và call center — Tại Sao Dịch Vụ Tổng Đài Ảo Dành Cho Startup ""Bùng Nổ"" 2023?",Featured + 1-3 in-article,YES within hub
15743,Đồng Bộ Hóa Dữ Liệu Là Gì? Tại Sao Nên Đồng Bộ Dữ Liệu?,HUB-03,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa crm, helpdesk và tích hợp — Đồng Bộ Hóa Dữ Liệu Là Gì? Tại Sao Nên Đồng Bộ Dữ Liệu?",Featured + 1-3 in-article,YES within hub
15765,Phần Mềm Auto Call Và Những Lợi Ích Cho Doanh Nghiệp,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Phần Mềm Auto Call Và Những Lợi Ích Cho Doanh Nghiệp,Featured + 1-3 in-article,NO — article-specific
15775,5 Lợi Ích Của Dịch Vụ Hỗ Trợ Trực Tuyến,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — 5 Lợi Ích Của Dịch Vụ Hỗ Trợ Trực Tuyến,Featured + 1-3 in-article,NO — article-specific
15794,Hệ Thống Quản Lý Khách Hàng Và Phần Mềm Trên Điện Thoại,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Hệ Thống Quản Lý Khách Hàng Và Phần Mềm Trên Điện Thoại,Featured + 1-3 in-article,NO — article-specific
15806,Giải Pháp Tổng Đài Ảo Cho Doanh Nghiệp Vừa Và Nhỏ,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Giải Pháp Tổng Đài Ảo Cho Doanh Nghiệp Vừa Và Nhỏ,Featured + 1-3 in-article,YES within hub
15830,Mô Hình Trải Nghiệm Khách Hàng Là Gì?,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Mô Hình Trải Nghiệm Khách Hàng Là Gì?,Featured + 1-3 in-article,NO — article-specific
15847,Lưu Trữ Thông Tin Khách Hàng Với Top 3 Phần Mềm Tốt Nhất,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Lưu Trữ Thông Tin Khách Hàng Với Top 3 Phần Mềm Tốt Nhất,Featured + 1-3 in-article,NO — article-specific
15859,Tổng Đài IP Và Những Điều Cần Biết Trước Khi Lắp Đặt,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Tổng Đài IP Và Những Điều Cần Biết Trước Khi Lắp Đặt,Featured + 1-3 in-article,YES within hub
15870,Nhân Viên Hỗ Trợ Khách Hàng - Chìa Khóa Thành Công Của Doanh Nghiệp,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Nhân Viên Hỗ Trợ Khách Hàng - Chìa Khóa Thành Công Của Doanh,Featured + 1-3 in-article,NO — article-specific
15884,Dịch Vụ Tổng Đài Đám Mây Cho Start-Up,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Dịch Vụ Tổng Đài Đám Mây Cho Start-Up,Featured + 1-3 in-article,YES within hub
15904,8 Bước Bán Hàng Cơ Bản Và Hiệu Quả Cho Nhân Viên Sales,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 8 Bước Bán Hàng Cơ Bản Và Hiệu Quả Cho Nhân Viên Sales,Featured + 1-3 in-article,NO — article-specific
15916,Cách Gọi Sale Hiệu Quả Có Thể Bạn Không Biết,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách Gọi Sale Hiệu Quả Có Thể Bạn Không Biết,Featured + 1-3 in-article,NO — article-specific
15926,Cách Telesale Cho Người Mới Bắt Đầu,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách Telesale Cho Người Mới Bắt Đầu,Featured + 1-3 in-article,NO — article-specific
15943,Chương Trình Chăm Sóc Khách Hàng Tối Ưu Nhất,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Chương Trình Chăm Sóc Khách Hàng Tối Ưu Nhất,Featured + 1-3 in-article,NO — article-specific
15982,Quản Lý Quan Hệ Khách Hàng Trong Doanh Nghiệp,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Quản Lý Quan Hệ Khách Hàng Trong Doanh Nghiệp,Featured + 1-3 in-article,NO — article-specific
15993,Phương Pháp Quản Lý Telesale Hiệu Quả,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Phương Pháp Quản Lý Telesale Hiệu Quả,Featured + 1-3 in-article,NO — article-specific
16005,Hệ Thống Chăm Sóc Khách Hàng: Lợi Ích Và 6 Tính Năng,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Hệ Thống Chăm Sóc Khách Hàng: Lợi Ích Và 6 Tính Năng,Featured + 1-3 in-article,NO — article-specific
16018,Đăng Ký Tổng Đài Ảo: Giải Pháp Chăm Sóc Khách Hàng Hiệu Quả,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Đăng Ký Tổng Đài Ảo: Giải Pháp Chăm Sóc Khách Hàng Hiệu Quả,Featured + 1-3 in-article,YES within hub
16022,Cách Gọi Telesale Hiệu Quả Mà Bạn Chưa Biết,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Cách Gọi Telesale Hiệu Quả Mà Bạn Chưa Biết,Featured + 1-3 in-article,NO — article-specific
16035,8 Cách Nâng Cao Trải Nghiệm Dịch Vụ Khách Hàng,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — 8 Cách Nâng Cao Trải Nghiệm Dịch Vụ Khách Hàng,Featured + 1-3 in-article,NO — article-specific
16095,"Hệ Thống Quản Lý Khách Hàng Trong Nhà Hàng, Khách Sạn",HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,"Minh họa vận hành doanh nghiệp — Hệ Thống Quản Lý Khách Hàng Trong Nhà Hàng, Khách Sạn",Featured + 1-3 in-article,NO — article-specific
16109,Chú Ý Khi Xây Dựng Sơ Đồ Quy Trình Chăm Sóc Khách Hàng,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Chú Ý Khi Xây Dựng Sơ Đồ Quy Trình Chăm Sóc Khách Hàng,Featured + 1-3 in-article,NO — article-specific
16131,Phần Mềm Quản Lý Khách Hàng Miễn Phí Cho Doanh Nghiệp,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Phần Mềm Quản Lý Khách Hàng Miễn Phí Cho Doanh Nghiệp,Featured + 1-3 in-article,NO — article-specific
16145,Phương Pháp Chăm Sóc Khách Hàng Hiệu Quả Nhất Hiện Nay,HUB-05,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa customer service và customer experience — Phương Pháp Chăm Sóc Khách Hàng Hiệu Quả Nhất Hiện Nay,Featured + 1-3 in-article,NO — article-specific
16176,Nâng Cao Chất Lượng Nguồn Nhân Lực Trong Doanh Nghiệp,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Nâng Cao Chất Lượng Nguồn Nhân Lực Trong Doanh Nghiệp,Featured + 1-3 in-article,NO — article-specific
16180,Xây Dựng Chiến Lược Marketing Hiệu Quả Như Thế Nào?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Xây Dựng Chiến Lược Marketing Hiệu Quả Như Thế Nào?,Featured + 1-3 in-article,NO — article-specific
16201,9 Ý Tưởng Khởi Nghiệp Tuyệt Vời Cho Bạn,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — 9 Ý Tưởng Khởi Nghiệp Tuyệt Vời Cho Bạn,Featured + 1-3 in-article,NO — article-specific
16202,8 Phương Pháp Tiếp Cận Khách Hàng Hiệu Quả,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — 8 Phương Pháp Tiếp Cận Khách Hàng Hiệu Quả,Featured + 1-3 in-article,NO — article-specific
16240,Xác Định Khách Hàng Mục Tiêu: Vai Trò & Cách Xác Định,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Xác Định Khách Hàng Mục Tiêu: Vai Trò & Cách Xác Định,Featured + 1-3 in-article,NO — article-specific
16252,Mục Tiêu SMART Là Gì? Ví Dụ Và Cách Đặt Mục Tiêu SMART,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Mục Tiêu SMART Là Gì? Ví Dụ Và Cách Đặt Mục Tiêu SMART,Featured + 1-3 in-article,NO — article-specific
16254,5 Bước Lập Kế Hoạch Marketing Hiệu Quả Cho Doanh Nghiệp,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — 5 Bước Lập Kế Hoạch Marketing Hiệu Quả Cho Doanh Nghiệp,Featured + 1-3 in-article,NO — article-specific
16257,Xác Định Ngân Sách Marketing Như Thế Nào?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Xác Định Ngân Sách Marketing Như Thế Nào?,Featured + 1-3 in-article,NO — article-specific
16271,Nhà Đầu Tư Thiên Thần - Cứu Tinh Của Start Up,HUB-08,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,"Minh họa voicebot, ai và tự động hóa — Nhà Đầu Tư Thiên Thần - Cứu Tinh Của Start Up",Featured + 1-3 in-article,YES within hub
16284,9 Bước Lập Kế Hoạch Digital Marketing,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — 9 Bước Lập Kế Hoạch Digital Marketing,Featured + 1-3 in-article,NO — article-specific
16324,Tự Ghi Âm Cuộc Gọi Và Cách Hướng Dẫn Cài,HUB-07,PRODUCT_SCREENSHOT_REQUIRED,"Gcalls UI showing the exact feature discussed, captured fresh from a demo tenant",16:9,1600x900,NEW capture from Gcalls demo tenant,"Customer names, phone numbers, recordings, agent identities, tenant name — replace with illustrative data and label as such",Minh họa qa/qc và quản trị chất lượng — Tự Ghi Âm Cuộc Gọi Và Cách Hướng Dẫn Cài,Featured + 1-3 in-article,NO — article-specific
16329,4 Website Gọi Vốn Cộng Đồng Hiệu Quả Dành Cho Start-Up,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — 4 Website Gọi Vốn Cộng Đồng Hiệu Quả Dành Cho Start-Up,Featured + 1-3 in-article,NO — article-specific
16348,Hướng Dẫn Khởi Nghiệp Hiệu Quả,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Hướng Dẫn Khởi Nghiệp Hiệu Quả,Featured + 1-3 in-article,NO — article-specific
16376,Quản Trị Theo Mục Tiêu SMART Là Gì?,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Quản Trị Theo Mục Tiêu SMART Là Gì?,Featured + 1-3 in-article,NO — article-specific
16389,Call Center Là Gì? Tất Tần Tật Về Call Center Mà Bạn Nên Biết,HUB-01,CUSTOM_DIAGRAM_REQUIRED,Purpose-drawn diagram of the flow or architecture described in the article,16:9,1600x900,NEW inline SVG / design tool,None — no real data depicted,Minh họa tổng đài và call center — Call Center Là Gì? Tất Tần Tật Về Call Center Mà Bạn Nên Biế,Featured + 1-3 in-article,YES within hub
16611,9 việc NÊN và KHÔNG NÊN làm trong quy trình đánh giá nhân viên,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — 9 việc NÊN và KHÔNG NÊN làm trong quy trình đánh giá nhân vi,Featured + 1-3 in-article,NO — article-specific
17741,Thủ thuật tăng traffic website uy tín tại trafficSEO,HUB-11,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa vận hành doanh nghiệp — Thủ thuật tăng traffic website uy tín tại trafficSEO,Featured + 1-3 in-article,NO — article-specific
17775,Hướng dẫn quy trình bán bất động sản: Từ thời điểm mở bán cho đến lúc ký hợp đồng,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Hướng dẫn quy trình bán bất động sản: Từ thời điểm mở bán ch,Featured + 1-3 in-article,NO — article-specific
17795,8 cách xử lý từ chối của khách hàng,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 8 cách xử lý từ chối của khách hàng,Featured + 1-3 in-article,NO — article-specific
17823,Vì sao nhắn tin với khách hàng là cách hiệu quả để tăng doanh số bán hàng?,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — Vì sao nhắn tin với khách hàng là cách hiệu quả để tăng doan,Featured + 1-3 in-article,NO — article-specific
17839,6 cách tăng năng suất bán hàng và tối ưu công việc cho nhân viên bán hàng,HUB-04,EDITORIAL_ILLUSTRATION_REQUIRED,Original brand illustration of the operational situation described,16:9,1600x900,NEW original illustration,None — no real data depicted,Minh họa telesales và sales operations — 6 cách tăng năng suất bán hàng và tối ưu công việc cho nhân ,Featured + 1-3 in-article,NO — article-specific
