ID,Post ID,Title,Slug,Route,Status,Category,Content Pillar,Search Intent,Primary Keyword,Secondary Keywords,Target Persona,Current Word Count,Target Word Count,Content Quality,SEO Title,Meta Description,H1 Count,Internal Links In,Internal Links Out,Product CTA,Image Status,Claim Risk,Action,Final Status
BLOG-067,2621,Ưu và nhược điểm của các giải pháp trong  phần mềm CRM HubSpot,uu-va-nhuoc-diem-cua-cac-giai-phap-trong-phan-mem-crm-hubspot,/uu-va-nhuoc-diem-cua-cac-giai-phap-trong-phan-mem-crm-hubspot/,DRAFT,Công nghệ,"HUB-02 CRM, Helpdesk và tích hợp",informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,6221,2000-3000,STRONG,Ưu và nhược điểm của các giải pháp trong phần mềm CRM HubSpot,"Phần mềm HubSpot được đánh giá cao vì đã tạo ra các giải pháp về marketing, bán hàng và dịch vụ khách hàng cực kỳ thành công.",0,0,2,Tổng đài tích hợp CRM|Tổng đài tích hợp Helpdesk,HAS_FEATURED,setup_time|customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-068,2641,Phần mềm Bitrix24 - Các tính năng nổi bật và lý do nên lựa chọn Bitrix24,phan-mem-bitrix24-cac-tinh-nang-noi-bat-va-ly-do-nen-lua-chon-bitrix24,/phan-mem-bitrix24-cac-tinh-nang-noi-bat-va-ly-do-nen-lua-chon-bitrix24/,DRAFT,Công nghệ,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3209,2000-3000,STRONG,Phần mềm Bitrix24 - Các tính năng nổi bật và lý do nên lựa chọn Bitrix24,Bitrix24 CRM cung cấp một loạt các tính năng và tùy chọn có thể tùy chỉnh để đảm bảo rằng mọi doanh nghiệp đều nhận được những gì họ cần.,0,0,2,Gcalls Plus Webphone,HAS_FEATURED,unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-069,2665,Chiến lược khách hàng trung tâm (Customer-Centric) cho doanh nghiệp,chien-luoc-khach-hang-trung-tam-customer-centric-cho-doanh-nghiep,/chien-luoc-khach-hang-trung-tam-customer-centric-cho-doanh-nghiep/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3638,2000-3000,STRONG,Chiến lược khách hàng trung tâm (Customer-Centric) cho doanh nghiệp,Văn hóa lấy khách hàng làm trung tâm quan trọng ra sao? Làm thế bào để kết nối doanh nghiệp với nhu cầu riêng của khách hàng hiệu quả nhất?,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-070,2684,Đội ngũ bán hàng nên quay lại văn phòng hay làm việc từ xa sau đại dịch?,doi-ngu-ban-hang-nen-quay-lai-van-phong-hay-lam-viec-tu-xa-sau-dai-dich,/doi-ngu-ban-hang-nen-quay-lai-van-phong-hay-lam-viec-tu-xa-sau-dai-dich/,DRAFT,Bán hàng|Telesales,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1834,1200-2000,ADEQUATE,Đội ngũ bán hàng nên quay lại văn phòng hay làm việc từ xa sau đại dịch?,"Mô hình làm việc từ xa, tuy mang lại lợi ích cho công ty khi giảm được các chi phí chung, nhưng liệu có nên quay lại văn phòng sau đại dịch?",0,0,2,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-071,2695,10 điều không nên nói trong một cuộc gọi chăm sóc khách hàng,10-dieu-khong-nen-noi-trong-mot-cuoc-goi-cham-soc-khach-hang,/10-dieu-khong-nen-noi-trong-mot-cuoc-goi-cham-soc-khach-hang/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1554,1200-2000,ADEQUATE,10 điều không nên nói trong một cuộc gọi chăm sóc khách hàng,"Trong một cuộc gọi chăm sóc khách hàng, khi khách hàng tức giận sẽ rất nguy hiểm. Và có một số điều không nên nói trong những trường hợp này.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-072,2704,Hướng dẫn tạo biểu mẫu chấm điểm đánh giá cuộc gọi tại Call Center,cai-thien-trai-nghiem-khach-hang-voi-bieu-mau-cham-diem-danh-gia-cuoc-goi,/cai-thien-trai-nghiem-khach-hang-voi-bieu-mau-cham-diem-danh-gia-cuoc-goi/,DRAFT,Chăm sóc khách hàng,HUB-01 Tổng đài và Call Center,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2043,2000-3000,STRONG,Hướng dẫn tạo biểu mẫu chấm điểm đánh giá cuộc gọi tại Call Center,Khi các nhà quản lý Call Center sử dụng các biểu mẫu chấm điểm đánh giá cuộc gọi để phân tích các cuộc gọi đã thu lại được kết quả kinh ngạc.,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,MERGE,AUDITED_PENDING_BATCH
BLOG-073,2715,Hướng dẫn tuyển dụng nhân viên hỗ trợ cho bộ phận dịch vụ khách hàng,huong-dan-tuyen-dung-nhan-vien-ho-tro-cho-bo-phan-dich-vu-khach-hang,/huong-dan-tuyen-dung-nhan-vien-ho-tro-cho-bo-phan-dich-vu-khach-hang/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2995,2000-3000,STRONG,Hướng dẫn tuyển dụng nhân viên hỗ trợ cho bộ phận dịch vụ khách hàng,Việc tuyển dụng nhân viên hỗ trợ phù hợp cho bộ phận dịch vụ khách hàng là rất quan trọng và sẽ ảnh hưởng đến thành công của tổ chức của bạn.,0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,MANUAL_REVIEW,AUDITED_PENDING_BATCH
BLOG-074,2738,Tại sao phàn nàn của khách hàng lại có ích cho doanh nghiệp của bạn?,tai-sao-phan-nan-cua-khach-hang-lai-co-ich-cho-doanh-nghiep-cua-ban,/tai-sao-phan-nan-cua-khach-hang-lai-co-ich-cho-doanh-nghiep-cua-ban/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3007,2000-3000,STRONG,Tại sao phàn nàn của khách hàng lại có ích cho doanh nghiệp của bạn?,"Không phải tất cả các phàn nàn của khách hàng đều gây bất lợi cho doanh nghiệp, mà là ngược lại. Tại sao lại nói như vậy?",0,0,3,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-075,2752,Khách hàng tự phục vụ và ví dụ về các cổng thông tin tự phục vụ tốt nhất,khach-hang-tu-phuc-vu-va-vi-du-ve-cac-cong-thong-tin-tu-phuc-vu-tot-nhat,/khach-hang-tu-phuc-vu-va-vi-du-ve-cac-cong-thong-tin-tu-phuc-vu-tot-nhat/,DRAFT,Chăm sóc khách hàng|Uncategorized,HUB-04 Customer Service và Customer Experience,commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,6106,2000-3000,STRONG,Khách hàng tự phục vụ và ví dụ về các cổng thông tin tự phục vụ tốt nhất,"Loại hình tự phục vụ là một phần bổ sung cần thiết giúp tiết kiệm thời gian có giá trị, điều mà cả khách hàng và nhân viên dịch vụ đều cần.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,always_247|customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-076,2761,Làm thế nào để kết nối 2 bộ phận bán hàng và dịch vụ khách hàng?,lam-the-nao-de-ket-noi-2-bo-phan-ban-hang-va-dich-vu-khach-hang,/lam-the-nao-de-ket-noi-2-bo-phan-ban-hang-va-dich-vu-khach-hang/,DRAFT,Chăm sóc khách hàng|Uncategorized,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2840,2000-3000,STRONG,Làm thế nào để kết nối 2 bộ phận bán hàng và dịch vụ khách hàng?,Trải nghiệm khách hàng mang tính quan hệ và ít tính mua bán hơn gây khó khăn trong quá trình vận hành bộ phận bán hàng và dịch vụ khách hàng.,0,0,2,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-077,2768,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần 1),call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-1,/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-1/,PUBLISH,Call Center|Chăm sóc khách hàng,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2387,2000-3000,STRONG,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần 1),Bài viết sẽ làm rõ hai loại phần mềm tổng đài doanh nghiệp phổ biến nhất: On-Premises Call Center và Cloud Call Center.,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-078,2784,18 lợi ích mà giải pháp tích hợp điện thoại máy tính đem đến cho Call Center,loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center,/loi-ich-ma-giai-phap-tich-hop-dien-thoai-may-tinh-dem-den-cho-call-center/,PUBLISH,Call Center|Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2915,2000-3000,STRONG,18 lợi ích mà giải pháp tích hợp điện thoại máy tính đem đến cho Call Center,Bài viết này sẽ trình bày 18 tính năng vượt trội mà giải pháp tích hợp điện thoại máy tính mang lại để nâng cao trải nghiệm khách hàng.,0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,sla_uptime,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-079,2811,Call Center: Điểm khác biệt giữa On-Premises và Cloud Call Center (Phần cuối),call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi,/call-center-diem-khac-biet-giua-on-premises-va-cloud-call-center-phan-cuoi/,PUBLISH,Call Center|Kiến thức,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2339,2000-3000,STRONG,Call Center: Điểm khác giữa On-Premises và Cloud Call Center(Phần cuối),Bài viết sẽ làm rõ hai loại phần mềm Call Center phổ biến nhất: On-Premises Call Center và Cloud Call Center.,0,0,2,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,always_247|unlimited,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-080,2819,"Ưu, nhược điểm của phần mềm quản lý quan hệ khách hàng Zoho CRM",uu-nhuoc-diem-cua-phan-mem-quan-ly-quan-he-khach-hang-zoho-crm,/uu-nhuoc-diem-cua-phan-mem-quan-ly-quan-he-khach-hang-zoho-crm/,DRAFT,Công nghệ,"HUB-02 CRM, Helpdesk và tích hợp",informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,4456,2000-3000,STRONG,"Ưu, nhược điểm của phần mềm quản lý quan hệ khách hàng Zoho CRM","Dưới đây là bài đánh giá chi tiết về một trong những nền tảng CRM hàng đầu trên thị trường, cũng như ưu và nhược điểm của phần mềm Zoho CRM.",0,0,2,Tổng đài tích hợp CRM|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-081,2835,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,lieu-salesforce-co-phai-la-phan-mem-crm-tot-nhat-tren-thi-truong,/lieu-salesforce-co-phai-la-phan-mem-crm-tot-nhat-tren-thi-truong/,DRAFT,Công nghệ,"HUB-02 CRM, Helpdesk và tích hợp",commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,4517,2000-3000,STRONG,Liệu Salesforce có phải là phần mềm CRM tốt nhất trên thị trường?,"Điều gì khiến phần mềm quản lý khách hàng Salesforce lại được nhiều doanh nghiệp tin tưởng, bao gồm cả khởi nghiệp đến thuộc top Fortune 500?",0,0,2,Tổng đài tích hợp CRM|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-082,2850,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,uu-va-nhuoc-diem-cua-zendesk-dau-la-phan-mem-help-desk-tot-nhat,/uu-va-nhuoc-diem-cua-zendesk-dau-la-phan-mem-help-desk-tot-nhat/,DRAFT,Công nghệ,"HUB-02 CRM, Helpdesk và tích hợp",commercial-investigation,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,4598,2000-3000,STRONG,Ưu và nhược điểm của Zendesk: Đâu là phần mềm help desk tốt nhất?,"Nếu bạn đang tìm kiếm một phần mềm hỗ trợ helpdesk ưu việt cho công ty của mình, có thể bạn đã nghe nói về phần mềm Zendesk.",0,0,2,Tổng đài tích hợp CRM|Tổng đài tích hợp Helpdesk,HAS_FEATURED,always_247,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-083,2864,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết,phan-mem-pancake-pos-tinh-nang-va-nhung-uu-nhuoc-diem-can-biet,/phan-mem-pancake-pos-tinh-nang-va-nhung-uu-nhuoc-diem-can-biet/,DRAFT,Công nghệ,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3571,2000-3000,STRONG,Phần mềm Pancake POS: Tính năng và những ưu nhược điểm cần biết,"Trong bài viết này, chúng ta sẽ cùng nhau giải mã phần mềm Pancake là gì, cũng như chức năng và những ưu nhược điểm của Pancake POS.",0,0,13,Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-084,2883,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,,//,DRAFT,Công nghệ,HUB-08 Kiến thức vận hành doanh nghiệp,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,4269,2000-3000,STRONG,Sapo POS là gì? Phần mềm Sapo POS có tốt không?,"Có thể bạn chưa biết về Sapo POS, hoặc phân vân liệu nó có tốt không. Nếu đúng như vậy thì hãy khám phá ngay thông tin chi tiết tại đây.",0,0,3,Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-085,2904,"Tại sao nói: “Phản hồi của khách hàng của bạn vẫn còn quan trọng đối với doanh nghiệp?""",phan-hoi-cua-khach-hang-cua-ban-van-con-quan-trong-doi-voi-doanh-nghiep,/phan-hoi-cua-khach-hang-cua-ban-van-con-quan-trong-doi-voi-doanh-nghiep/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2995,2000-3000,STRONG,,Liệu các chiến lược dịch vụ khách hàng của bạn có thực sự hiệu quả? Cách duy nhất để biết đáp án là lắng nghe phản hồi của khách hàng.,0,0,4,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-086,2920,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-1,/36-meo-telesales-de-ban-hang-thanh-cong-nam-2021-phan-1/,DRAFT,Bán hàng,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3913,2000-3000,STRONG,36 mẹo telesales để bán hàng thành công năm 2021 (PHẦN 1),Tham khảo ngay 36 mẹo telesales hay nhất nếu bạn muốn kiếm được nhiều doanh số hơn và chốt được nhiều giao dịch hơn.,0,0,2,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-087,2930,36 Mẹo telesales để bán hàng thành công năm 2021 (PHẦN CUỐI),,//,DRAFT,Bán hàng,HUB-03 Telesales và Sales Operations,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3168,2000-3000,STRONG,36 Mẹo telesales để bán hàng thành công năm 2021 (Phần cuối),Tham khảo ngay 36 mẹo telesales hay nhất nếu bạn muốn kiếm được nhiều doanh số hơn và chốt được nhiều giao dịch hơn.,0,0,2,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-088,2958,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian,/ban-hang-qua-dien-thoai-lam-gi-neu-khach-hang-noi-toi-khong-co-thoi-gian/,PUBLISH,Bán hàng,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2009,2000-3000,STRONG,Bán hàng qua điện thoại: Làm gì nếu khách hàng nói không có thời gian?,"Khi khách hàng nghe máy và trả lời: “Tôi không có thời gian”, một nhân viên bán hàng qua điện thoại chuyên nghiệp sẽ làm gì?",0,0,1,Gcalls Plus Webphone|Tổng đài tích hợp CRM,HAS_FEATURED,pricing,VERIFY_PRODUCT,AUDITED_PENDING_BATCH
BLOG-089,9980,Tai nghe EPOS Sennheiser 30 USB CTRL,tai-nghe-epos-sennheiser-30-usb-ctrl,/tai-nghe-epos-sennheiser-30-usb-ctrl/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,269,900-1200,THIN,,,1,0,0,Gcalls Plus Webphone,IMAGE_REQUIRED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-090,9991,Tai nghe EPOS Sennheiser SC 60 USB CTRL,tai-nghe-epos-sennheiser-sc-60-usb-ctrl,/tai-nghe-epos-sennheiser-sc-60-usb-ctrl/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,271,900-1200,THIN,,,1,0,0,Gcalls Plus Webphone,IMAGE_REQUIRED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-091,9992,Tai nghe Jabra Biz 1100QD Mono,tai-nghe-jabra-biz-1100qd-mono,/tai-nghe-jabra-biz-1100qd-mono/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,181,900-1200,THIN,,,1,0,0,Gcalls Plus Webphone,IMAGE_REQUIRED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-092,9993,Tai Nghe Jabra Biz 1100 QD Duo,tai-nghe-jabra-biz-1100-qd-duo,/tai-nghe-jabra-biz-1100-qd-duo/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,301,900-1200,THIN,,,1,0,0,Gcalls Plus Webphone,IMAGE_REQUIRED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-093,9994,Tai nghe Jabra Biz 1100 USB Mono,tai-nghe-jabra-biz-1100-usb-mono,/tai-nghe-jabra-biz-1100-usb-mono/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,205,900-1200,THIN,,,1,0,0,Gcalls Plus Webphone,IMAGE_REQUIRED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-094,9995,Tai nghe Jabra Biz 1100 USB Duo,tai-nghe-jabra-biz-1100-usb-duo,/tai-nghe-jabra-biz-1100-usb-duo/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,217,900-1200,THIN,,,1,0,0,Gcalls Plus Webphone,IMAGE_REQUIRED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-095,9996,Tai nghe Logitech H340,tai-nghe-logitech-h340,/tai-nghe-logitech-h340/,PUBLISH,Uncategorized,HUB-08 Kiến thức vận hành doanh nghiệp,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,166,900-1200,THIN,,,1,0,0,Gcalls Plus Webphone,IMAGE_REQUIRED,NONE,RETIRE_410,AUDITED_PENDING_BATCH
BLOG-096,10727,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết,9-quy-tac-giao-tiep-qua-dien-thoai-voi-khach-hang,/9-quy-tac-giao-tiep-qua-dien-thoai-voi-khach-hang/,DRAFT,Chăm sóc khách hàng,HUB-01 Tổng đài và Call Center,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3254,2000-3000,STRONG,9 quy tắc giao tiếp qua điện thoại với khách hàng mà tổng đài viên cần biết,"Bằng cách tuân theo các quy tắc giao tiếp qua điện thoại dưới đây, bạn sẽ có thể tự tin làm tốt nhiệm vụ với tư cách là một tổng đài viên.",0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-097,10728,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,,//,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,transactional,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,4325,2000-3000,STRONG,Dịch vụ khách hàng chủ động: Chiến lược và giá trị đối với doanh nghiệp,"Trong bài viết này, chúng tôi sẽ chia sẻ các thông tin xoay quanh chiến lược dịch vụ khách hàng chủ động mới nhất và tuyệt vời nhất.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,customer_named,VERIFY_LEGAL,AUDITED_PENDING_BATCH
BLOG-098,10729,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,lam-the-nao-de-tao-ra-mot-cuoc-khao-sat-ve-muc-do-hai-long-cua-khach-hang-sao-cho-hieu-qua-nhat,/lam-the-nao-de-tao-ra-mot-cuoc-khao-sat-ve-muc-do-hai-long-cua-khach-hang-sao-cho-hieu-qua-nhat/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,3617,2000-3000,STRONG,Làm gì để tạo cuộc khảo sát về mức độ hài lòng của khách hàng hiệu quả?,"Để tổng hợp một bản khảo sát về mức độ hài lòng của khách hàng hiệu quả, hữu ích và sử dụng chúng hợp lý không đơn giản như bạn nghĩ.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-099,10730,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan,/huong-dan-cac-buoc-xu-ly-tinh-huong-khach-hang-phan-nan/,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-howto,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2965,2000-3000,STRONG,Hướng dẫn các bước xử lý tình huống khách hàng phàn nàn,"Có thể nói, xử lý phàn nàn của khách hàng thành công mới chính là nguyên nhân khiến khách hàng quyết định tiếp tục đồng hành cùng công ty bạn.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-100,10731,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,,//,DRAFT,Chăm sóc khách hàng,HUB-04 Customer Service và Customer Experience,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,2806,2000-3000,STRONG,Khách hàng tự phục vụ và các ví dụ về loại hình trang web self-service,"Theo khảo sát, 67% khách hàng thích sử dụng các tùy chọn tự phục vụ thay vì liên hệ trực tiếp với nhân viên hỗ trợ khách hàng của công ty.",0,0,2,Gcalls CX|Tổng đài tích hợp Helpdesk,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
BLOG-101,10732,Ebook: Bí quyết telesales hiệu quả,ebook-bi-quyet-telesales-hieu-qua,/ebook-bi-quyet-telesales-hieu-qua/,DRAFT,Ebook,HUB-03 Telesales và Sales Operations,informational-general,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,0,900-1200,THIN,,"Trong Ebook này của Gcalls, chúng tôi sẽ cung cấp nhiều thông tin cần thiết, để giúp các đại diện bán hàng, các nhà quản lý bán hàng, đội ngũ telesales của doanh nghiệp thực hiện các cuộc gọi tiếp thị hiệu quả và đem đến sự thành công cho doanh nghiệp của mình trong tương lai.",0,0,0,Gcalls Plus Webphone|Tổng đài tích hợp CRM,IMAGE_REQUIRED,NONE,MANUAL_REVIEW,AUDITED_PENDING_BATCH
BLOG-102,10733,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,cuoc-goi-tiep-thi-qua-dien-thoai-la-gi,/cuoc-goi-tiep-thi-qua-dien-thoai-la-gi/,PUBLISH,Bán hàng|Kiến thức,HUB-01 Tổng đài và Call Center,informational-definition,VERIFY_REQUIRED,VERIFY_REQUIRED,VERIFY_REQUIRED,1377,1200-2000,ADEQUATE,Cuộc gọi tiếp thị qua điện thoại là gì và cách thực hiện cuộc gọi hiệu quả?,"Khi bạn thực hiện một cuộc gọi tiếp thị qua điện thoại, có rất nhiều yếu tố làm nên thành công của một nhân viên bán hàng. Vậy đâu là cách giúp thực hiện cuộc gọi tiếp thị một cách hiệu quả?",0,0,1,Cloud Call Center|Gcalls Plus Webphone,HAS_FEATURED,NONE,NORMALIZE,AUDITED_PENDING_BATCH
