Source Row,Legacy Post ID,Legacy Title,Legacy Slug,Legacy URL,Legacy Status,Decision,Primary Post ID,New Title,Final Slug,Final URL,HUB,Topic Cluster,Primary Keyword,Secondary Keywords,Search Intent,Target Persona,Funnel Stage,Pillar/Supporting,Target Word Count,Direct Answer Question,Product CTA,Internal Link Targets,Featured Image Brief,In-Article Image Briefs,Claim Verification,Priority,Batch,Draft Status,Editorial Notes
130,12625,"SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",sms-brandname-gia-re-uy-tin-tai-gcalls,https://gcalls.co/sms-brandname-gia-re-uy-tin-tai-gcalls/,PUBLISH,REBUILD_UPDATE_TOPIC,,"SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",sms-brandname-gia-re-uy-tin-tai-gcalls,/sms-brandname-gia-re-uy-tin-tai-gcalls/,HUB-11 Vận hành doanh nghiệp,Vận hành doanh nghiệp,sms brandname giá rẻ uy,TO_BE_SET_AT_AUTHORING,transactional,Chủ doanh nghiệp / Quản lý,TOFU,SUPPORTING,"('NARROW', '900-1200')","SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls?",Gcalls Plus Webphone|/gcalls-plus-webphone/,2261 | 2665 | 2738,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P2,Batch 10,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
131,12686,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022,hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee,https://gcalls.co/hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee/,PUBLISH,REBUILD_KEEP_URL,,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022,hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee,/hoc-ngay-5-kinh-nghiem-ban-hang-tren-shopee/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,học ngay kinh nghiệm bán,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
132,12751,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",kinh-nghiem-kinh-doanh-shopee-ban-hang-online,https://gcalls.co/kinh-nghiem-kinh-doanh-shopee-ban-hang-online/,PUBLISH,REBUILD_KEEP_URL,,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",kinh-nghiem-kinh-doanh-shopee-ban-hang-online,/kinh-nghiem-kinh-doanh-shopee-ban-hang-online/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,kinh nghiệm kinh shopee bán,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả?",Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
133,12770,Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva,shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva,https://gcalls.co/shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva/,PUBLISH,REBUILD_KEEP_URL,,Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva,shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva,/shopee-template-va-cach-thiet-ke-chi-tiet-tren-canva/,"HUB-08 Voicebot, AI và tự động hóa","Voicebot, AI và tự động hóa",shopee template thiết kế chi,TO_BE_SET_AT_AUTHORING,informational-howto,Giám đốc vận hành / Chuyển đổi số,TOFU,SUPPORTING,1200-2000,Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva?,Giải pháp tích hợp Voicebot AI|/voicebot-ai/ ; QA/QC Center|/qc-bot-ai/,14292 | 16271,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 5,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
134,12797,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat,https://gcalls.co/khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat/,PUBLISH,REBUILD_KEEP_URL,,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat,/khoa-hoc-ban-hang-tren-shopee-nao-hieu-qua-nhat/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,khóa học bán hàng trên,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
135,12953,Tối Ưu Quảng Cáo Shopee Hiệu Quả Nhất,toi-uu-quang-cao-shopee-hieu-qua-nhat,https://gcalls.co/?p=12953,DRAFT,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
136,12991,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,,https://gcalls.co/?p=12991,DRAFT,REBUILD_UPDATE_TOPIC,,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,kinh-nghiem-ban-hang-tren-lazada-cho-nguoi-moi-bat-dau,/kinh-nghiem-ban-hang-tren-lazada-cho-nguoi-moi-bat-dau/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,kinh nghiệm bán hàng trên,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
137,13012,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau,https://gcalls.co/kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau/,PRIVATE,REBUILD_UPDATE_TOPIC,,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau,/kinh-nghiem-kinh-doanh-lazada-danh-cho-nguoi-moi-bat-dau/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,kinh nghiệm kinh lazada dành,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
138,13020,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3,https://gcalls.co/khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3/,PUBLISH,REBUILD_KEEP_URL,,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3,/khoa-hoc-kinh-doanh-shopee-hieu-qua-trong-top-3/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,khóa học kinh shopee hiệu,TO_BE_SET_AT_AUTHORING,commercial-investigation,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
139,13047,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat,https://gcalls.co/cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat/,PUBLISH,REBUILD_KEEP_URL,,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat,/cach-toi-uu-san-pham-tren-shopee-hieu-qua-nhat/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,tối ưu sản phẩm trên,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,"('NARROW', '900-1200')",Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
140,13067,Cách Thiết Kế Gian Hàng Trên Lazada 2022,cach-thiet-ke-gian-hang-tren-lazada,https://gcalls.co/cach-thiet-ke-gian-hang-tren-lazada/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
141,13094,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,,https://gcalls.co/?p=13094,DRAFT,REBUILD_UPDATE_TOPIC,,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,toi-uu-quang-cao-lazada-hieu-qua-va-chuyen-nghiep,/toi-uu-quang-cao-lazada-hieu-qua-va-chuyen-nghiep/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,tối ưu quảng cáo lazada,TO_BE_SET_AT_AUTHORING,informational-general,Telesales Leader / Sales Manager,TOFU,SUPPORTING,"('NARROW', '900-1200')",Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
142,13167,Cách Tối Ưu Sản Phẩm Trên Lazada,,https://gcalls.co/?p=13167,DRAFT,REBUILD_UPDATE_TOPIC,,Cách Tối Ưu Sản Phẩm Trên Lazada,cach-toi-uu-san-pham-tren-lazada,/cach-toi-uu-san-pham-tren-lazada/,HUB-04 Telesales và Sales Operations,Telesales và Sales Operations,tối ưu sản phẩm trên,TO_BE_SET_AT_AUTHORING,informational-howto,Telesales Leader / Sales Manager,TOFU,SUPPORTING,1200-2000,Cách Tối Ưu Sản Phẩm Trên Lazada?,Gcalls Plus Webphone|/gcalls-plus-webphone/ ; Tổng đài tích hợp CRM|/tong-dai-tich-hop-crm/,1617 | 2684 | 2761,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P3,Batch 8,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
143,13208,Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất,dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat,https://gcalls.co/dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat/,PUBLISH,REBUILD_KEEP_URL,,Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất,dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat,/dich-vu-call-center-la-gi-cong-ty-cung-cap-uy-tin-nhat/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,dịch vụ call center công,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
144,13242,Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM,tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm,https://gcalls.co/tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm/,PUBLISH,REBUILD_KEEP_URL,,Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM,tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm,/tong-dai-ao-mien-phi-la-gi-top-5-tong-dai-ao-mien-phi-crm/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,tổng đài ảo miễn phí,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
145,13286,Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp,tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep,https://gcalls.co/tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep/,PUBLISH,REBUILD_KEEP_URL,,Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp,tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep,/tong-dai-ao-la-gi-loi-ich-hang-dau-danh-cho-doanh-nghiep/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,tổng đài ảo lợi ích,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
146,13378,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,giai-phap-tong-dai-cham-soc-khach-hang-bo-mot-loi-muoi,https://gcalls.co/?p=13378,DRAFT,REBUILD_UPDATE_TOPIC,,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,giai-phap-tong-dai-cham-soc-khach-hang-bo-mot-loi-muoi,/giai-phap-tong-dai-cham-soc-khach-hang-bo-mot-loi-muoi/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,giải pháp tổng đài chăm,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13409 | 13426,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
147,13388,Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao,https://gcalls.co/tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao/,PUBLISH,REBUILD_KEEP_URL,,Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao,/tong-dai-noi-bo-ao-khac-tong-dai-ao-diem-nao/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,tổng đài nội bộ ảo,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
148,13409,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,,https://gcalls.co/?p=13409,DRAFT,REBUILD_UPDATE_TOPIC,,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,giai-phap-tong-dai-ho-tro-uu-nhuoc-diem,/giai-phap-tong-dai-ho-tro-uu-nhuoc-diem/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,giải pháp tổng đài hỗ,TO_BE_SET_AT_AUTHORING,commercial-investigation,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13426,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
149,13426,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,,https://gcalls.co/?p=13426,DRAFT,REBUILD_UPDATE_TOPIC,,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,lap-dat-tong-dai-ao-co-loi-ich-gi,/lap-dat-tong-dai-ao-co-loi-ich-gi/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,lắp đặt tổng đài ảo,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
150,13427,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,giai-phap-tong-dai-ao-khong-day-co-gi-tot,https://gcalls.co/giai-phap-tong-dai-ao-khong-day-co-gi-tot/,PUBLISH,REBUILD_KEEP_URL,,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,giai-phap-tong-dai-ao-khong-day-co-gi-tot,/giai-phap-tong-dai-ao-khong-day-co-gi-tot/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,giải pháp tổng đài ảo,TO_BE_SET_AT_AUTHORING,informational-general,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
151,13456,Tuyển dụng UI/UX Intern,tuyen-dung-product-designer-ui-ux-intern,https://gcalls.co/tuyen-dung-product-designer-ui-ux-intern/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
152,13469,Tuyển dụng Customer Success Specialist Intern,tuyen-dung-customer-success-specialist-intern,https://gcalls.co/tuyen-dung-customer-success-specialist-intern/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
153,13483,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao,https://gcalls.co/tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao/,PUBLISH,REBUILD_KEEP_URL,,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao,/tong-dai-cong-nghe-la-gi-co-nen-dau-tu-vao-tong-dai-ao/,HUB-01 Tổng đài và Call Center,Tổng đài và Call Center,tổng đài công nghệ đầu,TO_BE_SET_AT_AUTHORING,informational-definition,Trưởng phòng vận hành / Call Center Manager,TOFU,SUPPORTING,1200-2000,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,Cloud Call Center|/lien-he/ ; Gcalls Plus Webphone|/gcalls-plus-webphone/,10727 | 13378 | 13409,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 2,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
154,13535,HR Intern,hr-intern,https://gcalls.co/hr-intern/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
155,13899,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,,https://gcalls.co/?p=13899,DRAFT,REBUILD_UPDATE_TOPIC,,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,top-4-ky-nang-cham-soc-khach-hang-qua-dien-thoai,/top-4-ky-nang-cham-soc-khach-hang-qua-dien-thoai/,HUB-05 Customer Service và Customer Experience,Customer Service và Customer Experience,kỹ năng chăm sóc khách,TO_BE_SET_AT_AUTHORING,informational-howto,Quản lý CSKH,TOFU,SUPPORTING,1200-2000,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại?,Gcalls CX|/gcalls-cx/ ; Tổng đài tích hợp Helpdesk|/tong-dai-tich-hop-helpdesk/,2400 | 2695 | 2752,"EDITORIAL_ILLUSTRATION_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P1,Batch 7,DRAFT_NOT_WRITTEN,Topic re-scoped to Gcalls ICP; article written 100% new
156,14292,Marketing Automation Là Gì? Những Thông Tin Cần Biết,marketing-automation-la-gi-nhung-thong-tin-can-biet,https://gcalls.co/marketing-automation-la-gi-nhung-thong-tin-can-biet/,PUBLISH,REBUILD_KEEP_URL,,Marketing Automation Là Gì? Những Thông Tin Cần Biết,marketing-automation-la-gi-nhung-thong-tin-can-biet,/marketing-automation-la-gi-nhung-thong-tin-can-biet/,"HUB-08 Voicebot, AI và tự động hóa","Voicebot, AI và tự động hóa",marketing automation thông tin cần,TO_BE_SET_AT_AUTHORING,informational-definition,Giám đốc vận hành / Chuyển đổi số,TOFU,PILLAR,2000-3000,Marketing Automation Là Gì? Những Thông Tin Cần Biết?,Giải pháp tích hợp Voicebot AI|/voicebot-ai/ ; QA/QC Center|/qc-bot-ai/,12770 | 16271,"CUSTOM_DIAGRAM_REQUIRED — 1600x900, new asset, brand #673ab7",1-3 new assets; see editorial-image-map.csv,No blocked claim permitted; figures require Product evidence,P0,Batch 5,DRAFT_NOT_WRITTEN,"Topic on-target; legacy root URL preserved, article written 100% new"
157,14304,Customer Success Specialist Fulltime,tuyen-dung-customer-success-specialist-fulltime,https://gcalls.co/tuyen-dung-customer-success-specialist-fulltime/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
158,14308,Customer Success Engineer Fulltime,customer-success-engineer-fulltime,https://gcalls.co/customer-success-engineer-fulltime/,PUBLISH,RETIRE_410,,,,410,,,,,,,,,,,,,,,N/A,P3,Batch 0,N/A,Non-editorial or off-ICP; no replacement article
