Post ID,Title,Hub,Status,Planned Related Posts (2-5),Planned Product/Solution Links,Link Status
10750,Cách bán hàng hiệu quả bằng giọng nói,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10751,5 bước để thiết kế một kịch bản bán hàng thành công,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10752,Đừng báo giá giải pháp trước khi truyền tải được giá trị đến khách hàng,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10753,Mẫu bảng đánh giá nhân viên bán hàng mới nhất,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10754,Cuộc họp đánh giá bán hàng hàng năm: 8 bước để thực hiện hiệu quả,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10756,Sales: Telesales và Telemarketing,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
10798,Tuyển dụng Customer Success Engineer (IT Full Time),HUB-04,publish,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
10801,Tuyển dụng Customer Success Engineer (IT Internship),HUB-04,publish,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
10957,Tuyển dụng Chuyên Viên Tư Vấn Doanh Nghiệp FullTime,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
10962,Tuyển dụng Thực Tập Sinh Tư Vấn Doanh Nghiệp,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
11915,Chạy Quảng Cáo Trên Shopee Từ A Đến Z,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12281,SMS Marketing Là Gì? Vì Sao Bạn Nên Dùng SMS Marketing?,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12293,Phần Mềm SMS Marketing Và Những Điều Cần Biết,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12309,Dịch Vụ Tin Nhắn SMS Brandname Là Gì?,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12326,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh Nghiệp?",HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12590,Phần Mềm SMS Brandname Nào Tốt Nhất?,HUB-04,publish,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
12599,SMS Marketing Giá Rẻ - Báo Giá Nhanh - Hiệu Quả Hàng Đầu,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12625,"SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
12686,Học Ngay 5 Kinh Nghiệm Bán Hàng Trên Shopee Cực Hiệu Quả 2022,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
12751,"Kinh Nghiệm Kinh Doanh Shopee, Bán Hàng Online Hiệu Quả",HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12770,Shopee Template Và Cách Thiết Kế Chi Tiết Trên Canva,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12797,Khóa Học Bán Hàng Trên Shopee Nào Hiệu Quả Nhất,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
12953,Tối Ưu Quảng Cáo Shopee Hiệu Quả Nhất,HUB-08,draft,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
12991,Kinh Nghiệm Bán Hàng Trên Lazada Cho Người Mới Bắt Đầu,HUB-03,draft,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
13012,Kinh Nghiệm Kinh Doanh Lazada Dành Cho Người Mới Bắt Đầu,HUB-08,private,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13020,Khóa Học Kinh Doanh Shopee Hiệu Quả Trong Top 3,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13047,Cách Tối Ưu Sản Phẩm Trên Shopee Hiệu Quả Nhất,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13067,Cách Thiết Kế Gian Hàng Trên Lazada 2022,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13094,Tối Ưu Quảng Cáo Lazada Hiệu Quả Và Chuyên Nghiệp,HUB-08,draft,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13167,Cách Tối Ưu Sản Phẩm Trên Lazada,HUB-08,draft,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13208,Dịch Vụ Call Center Là Gì? Công Ty Cung Cấp Uy Tín Nhất,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13242,Tổng Đài Ảo Miễn Phí Là Gì? Top 5+ Tổng Đài Ảo Miễn Phí CRM,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13286,Tổng Đài Ảo Là Gì? Lợi Ích Hàng Đầu Dành Cho Doanh Nghiệp,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13378,Giải Pháp Tổng Đài Chăm Sóc Khách Hàng: Bỏ Vốn 1 Một Lời 10,HUB-01,draft,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13388,Tổng Đài Nội Bộ Ảo Khác Tổng Đài Ảo Điểm Nào?,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13409,Giải Pháp Tổng Đài Hỗ Trợ - Ưu Nhược Điểm,HUB-01,draft,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13426,Lắp Đặt Tổng Đài Ảo Có Lợi Ích Gì?,HUB-01,draft,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13427,Giải Pháp Tổng Đài Ảo Không Dây Có Gì Tốt?,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13456,Tuyển dụng UI/UX Intern,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13469,Tuyển dụng Customer Success Specialist Intern,HUB-04,publish,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
13483,Tổng Đài Công Nghệ Là Gì? Có Nên Đầu Tư Vào Tổng Đài Ảo?,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13535,HR Intern,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
13899,Top 4 Kỹ Năng Chăm Sóc Khách Hàng Qua Điện Thoại,HUB-04,draft,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
14292,Marketing Automation Là Gì? Những Thông Tin Cần Biết,HUB-06,publish,NONE_IN_HUB,Giải pháp tích hợp Voicebot AI:/voicebot-ai/ | QA/QC Center:/qc-bot-ai/,PLANNED_NOT_IMPLEMENTED
14304,Customer Success Specialist Fulltime,HUB-04,publish,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
14308,Customer Success Engineer Fulltime,HUB-04,publish,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
14415,Kế Hoạch Chăm Sóc Khách Hàng Cũ Hiệu Quả Nhất,HUB-04,publish,861:11-chi-so-danh-gia-quan-trong-doi-voi-bo-pha | 15589:cau-hoi-cham-soc-khach-hang-cu-kich-ban-cskh | 15830:mo-hinh-trai-nghiem-khach-hang-la-gi | 16005:he-thong-cham-soc-khach-hang-loi-ich-va-6-ti,Gcalls CX:/gcalls-cx/ | Tổng đài tích hợp Helpdesk:/tong-dai-tich-hop-helpdesk/,PLANNED_NOT_IMPLEMENTED
14462,Hotline Là Gì? Có Những Loại Đầu Số Hotline Nào Hiện Nay?,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14502,IVR Là Gì? Và Những Điều Cần Biết Về IVR,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14506,Quy Trình Chăm Sóc Khách Hàng Sau Bán Hàng,HUB-03,publish,1198:ban-hang-inbound-hay-ban-hang-outbound-phan- | 1381:6-buoc-xay-dung-kich-ban-ban-hang-dinh-cao | 1396:cach-goi-dien-thoai-cho-khach-hang-tiem-nang | 1082:top-10-phan-mem-theo-doi-ban-hang-hang-dau-d,Gcalls Plus Webphone:/gcalls-plus-webphone/ | Tổng đài tích hợp CRM:/tong-dai-tich-hop-crm/,PLANNED_NOT_IMPLEMENTED
14522,ACD Là Gì? Ứng Dụng Thực Tế Của ACD Vào Call Center,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14536,Dịch Vụ Tổng Đài Ảo - 13 Tính Năng Nổi Bật,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14539,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14560,Số Tổng Đài 1800 Là Gì? Hướng Dẫn Đăng Ký Đầu Số 1800 Đơn Giản,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14568,Giải Đáp Thông Tin Về VoIP Và Ứng Dụng Thực Tế,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14577,HR Parttime,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14607,Mẫu Lời Chào Tổng Đài Điện Thoại Phổ Biến Hiện Nay,HUB-01,publish,647:4-ly-do-su-dung-tong-dai-ao-call-center-la-c | 588:call-center-la-mot-trai-nghiem-thuong-hieu-t | 1157:cac-phan-mem-call-center-phu-hop-voi-cac-ton | 566:5-linh-vuc-rat-can-dich-vu-call-center-trung,Cloud Call Center:/lien-he/ | Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14614,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
14773,Best Virtual Phone System For Small Medium Business 2023,HUB-08,publish,1705:cach-viet-ban-tu-danh-gia-cong-viec-cua-nhan | 15332:dich-vu-voice-brandname-la-gi | 872:cong-nghe-dang-thay-doi-cach-moi-nguoi-lam-v | 16611:9-viec-nen-va-khong-nen-lam-trong-quy-trinh-,Gcalls Plus Webphone:/gcalls-plus-webphone/,PLANNED_NOT_IMPLEMENTED
