Batch,Batch Scope,Source,Legacy Post ID,Title,HUB,Decision,Priority,Pillar/Supporting,Target Words,Draft Status
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15332,Dịch Vụ Voice Brandname Là Gì?,HUB-11,REBUILD_UPDATE_TOPIC,P2,PILLAR,2000-3000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,884,Tiếp thị qua điện thoại: 13 mẹo chinh phục khách hàng,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16611,9 việc NÊN và KHÔNG NÊN làm trong quy trình đánh giá nhân viên,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15713,Quản Lý Cuộc Gọi Khách Hàng Có Thật Sự Dễ Dàng?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16176,Nâng Cao Chất Lượng Nguồn Nhân Lực Trong Doanh Nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,10742,Quyết toán thuế TNCN - Doanh nghiệp và người lao động cần biết,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,826,Cách mạng Công nghiệp 4.0 và lợi ích đối với doanh nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16254,5 Bước Lập Kế Hoạch Marketing Hiệu Quả Cho Doanh Nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16131,Phần Mềm Quản Lý Khách Hàng Miễn Phí Cho Doanh Nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16202,8 Phương Pháp Tiếp Cận Khách Hàng Hiệu Quả,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16240,Xác Định Khách Hàng Mục Tiêu: Vai Trò & Cách Xác Định,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16095,"Hệ Thống Quản Lý Khách Hàng Trong Nhà Hàng, Khách Sạn",HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15982,Quản Lý Quan Hệ Khách Hàng Trong Doanh Nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16252,Mục Tiêu SMART Là Gì? Ví Dụ Và Cách Đặt Mục Tiêu SMART,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,12281,SMS Marketing Là Gì? Vì Sao Bạn Nên Dùng SMS Marketing?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15847,Lưu Trữ Thông Tin Khách Hàng Với Top 3 Phần Mềm Tốt Nhất,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,684,Goals (Mục đích) vs Objectives (Mục tiêu): phân biệt đơn giản,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15775,5 Lợi Ích Của Dịch Vụ Hỗ Trợ Trực Tuyến,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16348,Hướng Dẫn Khởi Nghiệp Hiệu Quả,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,694,"Tại sao không ""tùy ý"" đưa ý kiến trong content marketing",HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16329,4 Website Gọi Vốn Cộng Đồng Hiệu Quả Dành Cho Start-Up,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16201,9 Ý Tưởng Khởi Nghiệp Tuyệt Vời Cho Bạn,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16376,Quản Trị Theo Mục Tiêu SMART Là Gì?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,12309,Dịch Vụ Tin Nhắn SMS Brandname Là Gì?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15221,Dịch Vụ Voice Brandname Là Gì Và Những Lợi Ích Hiện Đại,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,12590,Phần Mềm SMS Brandname Nào Tốt Nhất?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,14870,On Premise Là Gì Và Đây Có Phải Là Giải Pháp Tốt Nhất?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15765,Phần Mềm Auto Call Và Những Lợi Ích Cho Doanh Nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,12625,"SMS Brandname Giá Rẻ, Uy Tín Tại Gcalls",HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15870,Nhân Viên Hỗ Trợ Khách Hàng - Chìa Khóa Thành Công Của Doanh Nghiệp,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16284,9 Bước Lập Kế Hoạch Digital Marketing,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16257,Xác Định Ngân Sách Marketing Như Thế Nào?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15195,Customer Lifetime Value Là Gì? Vai Trò Và Cách Tính,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,14539,SIP Trunk Là Gì? Lợi Ích Dịch Vụ Này Mang Đến Như Thế Nào?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,410,Nâng tầm giá trị thương hiệu của doanh nghiệp bạn với Voice Brandname,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,16180,Xây Dựng Chiến Lược Marketing Hiệu Quả Như Thế Nào?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,12599,SMS Marketing Giá Rẻ - Báo Giá Nhanh - Hiệu Quả Hàng Đầu,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,14614,Service Level Agreement Là Gì? Từ A - Z Thông Tin Về SLA,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,12293,Phần Mềm SMS Marketing Và Những Điều Cần Biết,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15794,Hệ Thống Quản Lý Khách Hàng Và Phần Mềm Trên Điện Thoại,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,12326,"Sms Brandname Là Gì, Gồm Mấy Loại Và Có Lợi Ích Gì Cho Doanh Nghiệp?",HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,17741,Thủ thuật tăng traffic website uy tín tại trafficSEO,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 10,Vận hành doanh nghiệp,LEGACY_ROW,15687,Quản Lý Thông Tin Khách Hàng Hiệu Quả Qua Hệ Thống Nào?,HUB-11,REBUILD_UPDATE_TOPIC,P2,SUPPORTING,"('NARROW', '900-1200')",DRAFT_NOT_WRITTEN
Batch 11,Hướng dẫn sử dụng Gcalls,NET_NEW,—,Thiết lập luồng tiếp nhận cuộc gọi đến cho đội nhiều nhóm,HUB-12 Hướng dẫn Gcalls,NEW_ARTICLE,P0,SUPPORTING,1200-2000,DRAFT_NOT_WRITTEN
